text,HS,RS,MS
usuario jjaja verdad solo pensar barrer trapear día,0,0,0
jajajaja acordar alguien necesitar expansor negro trabajo tiempo salir url,0,0,0
usuario jjaja poder físico demá gatico negro encontrar url,0,0,0
usuario usuario ñeñero amar narcopolitico amar aguilas negro barb url,1,0,0
levantar mano lp solesnegro usuario encontrar tienda líne url,0,0,0
así quedar registrado robo moto hondo xr 150l color negro rojo placa ygn53e centro url,0,0,0
abuso feminicidio violación etc miren publicar mamá dos hija adolescen url,1,0,1
usuario plufff boca cerrado entrar mosca paz narcoterrorista violador niño niñas url,1,0,0
cumplir uribe cumplir mejor paraco triplehijuputa cáncer colombio,1,0,0
mujer hacer violencia género hombre si mirar detenidamente vídeo url,1,0,1
usuario según usted mejor vivir comodidad corrupción guerra narcotráfico desbordado url,0,0,0
entender puta chimba vida hiciste tanto bestio pa número,0,0,0
cuanto culito spamdeculos url,1,0,1
porq usuario usuario hablar narcotráfico cogobierno aumento producción coca est url,1,0,0
usuario rojo vida chimba,0,0,0
usuario usuario ser secuestrador extorsionista narcotraficante violador reclutador niño,1,0,0
compañero barranquilla url,0,0,0
usuario mero tema ñero,0,0,0
usuario porqué mostrar vándalo pacifista hacer sector pleno luz día ca url,1,0,0
usuario oír respetar cualquiera decir profesor url,0,0,0
usuario usuario cura invitar campaña cuánto mamerto integrante secretariado url,1,0,0
malparido perro desgraciado,1,0,0
doña elvira milagros aplicar dicho perro comer perro pa quererte,0,0,0
usuario usuario usuario usuario decir compa ero residir cali url,1,0,0
juanes sorprender incluso concierto habana hacer pol mico invitar url,0,0,0
tú gustar lunes diciembre monday actitud happyness url,0,0,0
as solo ir hablar perro solo querer decir amar nunca hab miedo ansi url,0,0,0
usuario usuario odiar malparido hu rfano,0,0,0
usuario usuario lumbrero opinar creaci protestodromo est pedir,1,0,0
hoy traje empanada compa eros trabajo poner feliz cara comparo cara pagar,0,0,0
usuario usuario gracioso criticar petro mismo pendejo votar url,1,0,0
usuario creer pendejo ahora resultar graciento presidente hacer historia aumento,1,0,0
usuario am,0,0,0
ver cerdo george saunders acuerdo tweet usuario,1,0,0
antiguo enemigo tremendo pendejo url,1,0,0
parce chimbar ver triunfar,0,0,0
usuario usuario usuario narco farc usuario ban común dinero pa malgastar montone url,1,0,0
gobierno ah paro beb pues tomar gonorrea,1,0,0
usuario ahhh si si mirandolo bien jjaja excelente descripci petro eros toc url,1,0,0
usuario volver decir pu importar andar huevon,0,0,0
jaaa ir estrellar cabeza televisor hueva,1,0,0
usuario jjaja nojoda imagen vergaa,0,0,0
acord pel cula gonorrea,0,0,0
desvelar pensar enriquecida  sido teolog si espa ol dedicado matar url,0,0,0
usuario salir cantidad hora paso neo tr fico normal terminal sur tulu demorar 8 hora,0,0,0
diabla culona labio bonito,0,0,1
seguir transmitir usuario ahora traer tú dos cuarteto sublim 8 00 url,0,0,0
usuario pa recordar url,0,0,0
usuario celebraci agresi meyerle bala craneo pelado 16 url,1,0,0
usuario sandwich variante hamburguesa picar comida inglés entonces espa url,0,0,0
ayer perra bruja jodeir teja,0,0,1
neoestupido usuario,0,0,1
entrar tw castigo culo momento mojar verga url url,0,0,1
chinu lengua matar cualquiera pandemia cambiado chismoso vida,1,0,0
traicionero querer cu de él presidente,0,0,0
dar pena salir hacer uso popularidad autoridad medio local url,0,0,0
desacuerdir pensar considerar rico importar dinero ox geno or url,0,0,0
ofender recoger perro calle moto usar carril bicicleta bicicle url,0,0,0
evidencia claro lapolicia obedecer extremo decha narco paramilitar atropella encarcela robar ase url,1,0,0
usuario usuario usuario pues perdonar dio verdad maricado opini,1,0,0
pirobo vez frenar saludar bien man acelerar podr haber acabar accidente,1,0,0
amado polic gente bien gustar narcoparamilitarismo gobernar voto url,1,0,0
25 enero,0,0,0
clubthoth vivir experiencia color neo maquillaje thoth biocare curso cursoonline url,0,0,0
tirad regad recogerei estupida peligroso abusivo verg enzas usuario,1,0,0
entender nea est saturada usuario est cortar llamado despu esperar url,0,0,0
vago salir,0,0,0
usuario hola rafael obra cerca bogot matera mpara producir bogot env pa,0,0,0
dinero pagar coima,0,0,0
usuario usuario usuario usuario promover narcotr fico iniciar quitar visa,1,0,0
trabajo buscar tornero fresador cnc ubicaci planta tabio fecha url,0,0,0
usuario mo apoyo empresario espect culo colombia proponer exoneraci impuesto parafiscal url,0,0,0
debate competitivo representar mundo rculo gente debatir diferente univ url,0,0,0
sobrar dinero sentir est olvidado pagar,0,0,0
pitana perro tr plehpta url,1,0,0
usuario saab amigo dos narco dictadura tipo buen amigo,1,0,0
diciembre 2020 enero 2021 ir ser mejor,0,0,0
vida vez gonorreo,0,0,0
neal hardwear reflexx esperas ordenar él usuario lacasalatiendadelosriders tie url,0,0,0
lector desprevenido mae encuera ojibrotao careverga cule costumbre marica creer dem idiotas url,1,0,0
usuario usuario usuario usuario comentario tanto est pedir,1,0,0
usuario dra él perro,1,0,0
usuario asi ver mas 23 enero devenooo diria caramelo love jaja,0,0,0
usuario gritar gritado resbalar pues saber eterno pantalla due url,0,0,0
usuario usuario usuario usuario usuario usuario usuario usuario usuario ir url,0,0,0
usuario nadie dado cuenta dedo est apichar jaja mk noo seee url,0,0,0
noticia inocente aclamado director cine ciro guerra defender acusación acoso agresionir url,0,0,0
usuario usuario preocupar decir ser loca kunno renace,0,0,0
final tanto culo cobrar kai,0,0,0
club tigres nea zharick camila silva club rueda norte categor prejuvenil varón velocidad ngel url,0,0,0
nene gol acabar hacer real santander mondacazo golazo,0,0,0
usuario marica,0,0,0
usuario usuario as long as the iranian armed militia hizbalah is arming itself to destroy israel lebano url,0,0,0
usuario usuario usuario est bien rid culo poner cuan detir url,0,0,0
gente gente andar loco,0,0,0
usuario usuario usuario narcotr fico bando pol tico mismo tiempo apo url,0,0,0
ups varios necesitar tener bien presente art culo,0,0,0
perpetrar poder colocar monigote 4 corrupci pobreza hambre pueblo olvidado url,1,0,0
usuario usted infantil hermano trine dar él capa ero izquierdo seguir,1,0,0
usuario usuario usuario est usuario si mucho cerda hp lamer culo tere usuario imagi url,0,0,1
usuario ir decir él manao quieres lanzar tú mandalorian  matar él cuidar baby yoda haaa url,0,0,0
usuario joda tambi uy mk medio mencionar casa gente volver locaao,0,0,0
marrugo jajajajajaja huir,0,0,0
veneco,0,0,0
usuario requerir mayor planeaci ser planeador,0,0,0
usuario solo dir vaso forma augurar muerte lento doloroso tendr si seguir ser pendejo cuidar,0,0,0
ser hacer ritual protecci caterva mono salvaje querer quedar casa contagiado ser mil,1,0,0
intenso valer verga url,0,0,0
usuario hablar narco dictador colombiano 82 hombre sombra fundador gestor actu url,0,0,0
usuario usuario serio usted tulo comentario tanto culo parecer bien url,1,0,0
usuario uff rico hey querer,0,0,1
dif cil hacer él entender petro ero conciencia ciudadano menos cuidar bien blico,1,0,0
chimbar poder hablar ambición alguien entender,0,0,0
chimba fin semana buenaventura definitivamente visitar mas pacifico colombiano url,0,0,0
usuario seguir hablar cosa est pida tema usuario mencionar jep,0,0,0
ver ganar dinero yo gueme decir feliz lunes atodo url url,0,0,0
servir pa ser sapo,1,0,0
palabra solo perro,0,0,0
jjaja garraneas,0,0,0
usuario propiedad hermoso animal,0,0,0
usuario usuario cuanta bar suelto suela cerdo cantidad incre ble cuanta lambonerio hacia inepto,1,0,0
querer ver emperrada tirar gran est pedir puerta salir salamanca,0,0,1
dios bendiga culo tanto chimba ayer ver mientras cortar pelo,0,0,0
todo semana descuento nea directo prob qued enamorado sabor shangai url,0,0,0
usuario maribel maribel est actuar loco obsesivo mira hora levantar ac url,0,0,1
usuario usuario usuario uy doc url,0,0,0
usuario dudo querer culo usted querer dar qued ardido gente sta si bien ignorante,0,0,0
oficialmente gente culión pa,1,0,0
usuario usuario usuario pues si paraco due platanal poder esperar esclavo,1,0,0
narcotr fico conducir mocoa pitalito usuario url,0,0,0
si pendejo pensar sw sentir dem nadie pensar saber costar salud mental,0,0,0
usuario pasar factura pateir culo,1,0,0
usuario usuario usuario destituci,0,0,0
querer tener amiga mandar comida maricadita,0,0,0
viejo estupido,0,0,1
ser polic prometer vacación matar inocente usuario usuario usuario,1,0,0
usuario usuario usuario viejo usuario dineros caprecom,0,0,0
de él ndote canción top nero salsero discutir nadie,0,0,0
si tambi chimba,0,0,0
pasar gracia constante llamada claro tigo movistar ofrecer maricada dar pereza co url,0,0,0
hacer minuto cuerpo bombero fonseco atendar emergencio incendio veh culo marcar renaul url,0,0,0
arquero suplente usuario falt solo dar él beso teo usuario dar él tambi,0,0,0
evoncito idiota pendejo,0,0,0
jajajajjajajajajajajajajajajajajajajajajajjaja as aguevados,0,0,0
usuario matarife dict sal si natural malparido paraco anti uribista seguir anti uribista,1,0,0
280 persona barrio consuelo cruz centro internacional torre blanco localidad url,0,0,0
tú 50 dar plomo colombiano indefenso ahora salir ud preguntar qu hierr url,1,0,0
poder dar él lujo ganar plata marraneo dar derecho decir hacer url,0,0,0
usuario usuario usuario hag moslo,0,0,0
marihuanero est luto,1,0,0
usuario usuario usuario quedar claro matarife siquiera necesitar abogado,1,0,0
usuario usuario macondo multicolor maldito tere est mal cabeza solo bobo url,1,0,0
casa nari palacio trabajar juan david pastuso honor compa ero colegio ir junto url,0,0,0
usuario usuario seguirir abudinear pa,1,0,0
usuario usuario twitter si aceptar cada pendejo,0,0,0
parceeir hora si pensar maricada,0,0,0
primero mayor vandalo perjudicar pais,0,0,0
usuario deber entender vez todo poder seguir jugar movilidad ciudadano url,0,0,0
usuario gustar pegado pecho ternero reci nacido,0,0,1
usuario jaja mano obra colombiano decir apoyar comercio local,0,0,0
empez quebrar vida 22 enero 2012 luego venir 2 marzo 2017 despu 25 julio url,0,0,0
akita americano territorial naturaleza llevar perro gente extra proteger url,0,0,0
usuario usuario bono matar solo,0,0,0
usuario dea venir uribe lez fin ir ser judicializar narcotr fico buen noticia antonio,0,0,0
usuario usuario usuario contigo alejar dejser intimidar sas gonorreas uribista url,1,0,0
usuario si vida fulano usuario,0,0,0
viaje amor dinero,0,0,0
usuario vente paraca cobarde acostumbrar matar persona indefenso ver chale bola si cabron,1,0,0
usuario usuario lleno oidio resentimiento hnos matar grande url,0,0,0
todo solidaridad menor lastimosamente ctima salvaje emberraquemonos url,0,0,0
acabar publicar foto tabernaculo pentecostal troncal url,0,0,0
gonorreaaa fdc,0,0,0
ley 1 vamoosss tribuuu co ooo esoo eeesss vengaaa viejaaa mio ir ir tribu url,0,0,0
usuario valer verga hp franc,1,0,0
creer reducir impuesto ver reflejado crecimiento econ mico menos creer mecanismo url,0,0,0
usuario uy qu salir gonorrea gina inicio si seguir,1,0,0
usuario usuario vulgaridad jejejeje pendejo decir verdad cara,0,0,0
monda meter,0,0,0
uribe pag matar carro bomba costumbre falso positivo,1,0,0
usuario nari enero comenzar 8,0,0,0
chimba porro pola buena compa url,0,0,0
sof apareci vida arrebatar vida matar mato maldito patriarcado,0,0,1
vecino mondo est gastar todo lvora quedar diciembre,0,0,0
nete partido amistoso usar decir mesa privado 3429534 pulsar nculo parch url,0,0,0
fecha sanci kevin velasco recibir falta rival rbaro rbitro pit infra url,0,0,0
llevar amigo mplices ver criminal verdad samper narcoterrorista,1,0,0
usuario pa novio si perrass,0,0,1
usuario usuario usuario usuario usuario si jos despu quej ndono url,0,0,0
usuario jjaja est pat logia meme perro ambiente natural,0,0,0
necesitar encontrar asesino der social involucrado narcotr fico bobos,1,0,0
usuario ndame dato garbimba interno,1,0,0
ay marico cosa,0,0,0
tomar yo cuarentena calma gente est volver realmente loco encerrado ju url,0,0,0
marico alcalde usuario,1,0,0
usuario raz matar joan rivers negligencia dicar,0,0,0
usuario parte culo est amor,0,0,1
persona meter loco avisar,0,0,0
usuario corrupci esfera local an lisis comportamiento der comunal participar url,0,0,0
animal salvaje nunca matar deporte hombre nico tortura muerte pr jimo url,0,0,0
2022 lleno superaci personal dinero salud xito villavicencio meta llano colombiano url,0,0,0
receta dico est anunciar twitter enero puro acetaminof,0,0,0
compares contenido vida pues perra cama or caballero url,0,0,1
usuario usuario eeuu matar persona color gente cans sistema ah url,0,1,0
seguir pagar mientras contrato medio cumplir pagar due veh culo pasar pe url,0,0,0
usuario esperar triste lameculo usuario ademas tere,1,0,0
alfin alguien pantalón atrevir denunciar hampon  genocida narco corrupto uribe querer periodista url,1,0,0
si volver loco encerrado vuelve loco hpta internet lento,0,0,0
usuario usuario ojo placa cambiada placa suelto moto distinto veh culo,0,0,0
impactar lobo callado perro ladrar,0,0,0
bien pendejo,0,0,0
intentado balancear peso trayendome hamburguesa rabe desayuno,0,0,0
alvaro uribe liderazgo permitido parar invasi narcochavistir presidencia logr grande stica url,0,0,0
usuario retirar narcoterrorista farc común lista exonero ser mismo criminal url,0,0,0
usuario cacorro hacer as,0,0,0
conversatorio reflexi abandono maltrato animal concejala usuario url,0,0,0
as claro colocar foto instagram jjaja floridablanca santander url,0,0,0
pana confundir humildad reconocer él cosita independientemente gobierno duque chimba url,0,0,0
chimba os,0,0,0
usuario usuario usuario seguridad narco,1,0,0
usuario salud usuario tarzan lambe culo,0,0,0
usuario usuario usuario usuario usuario mes interesant simo url,0,0,0
usuario est familia pagar mucho pauta publicitario mamero,0,0,0
qui est pedir,0,0,0
vaina culo diablo campe durar,1,0,0
cali polic est matar civil,1,0,0
usuario rico culo,0,0,1
terminar matar yo url,0,0,0
fascinaaa volver loco,0,0,0
existir llamar solidaridad ac importar nero problema aprender utilizar emp url,0,0,0
usuario nico marica facho,0,0,0
usuario usuario malparido sinverg enza,1,0,0
exclam lameculo petro,1,0,0
usuario uff feliz dejar culo rojo llebo leche,0,0,1
usuario mamerto solo hablar fraude trampa deber ser experto materia,1,0,0
parce poner pretexto culo yo poder,0,0,0
